riddle_id,main_category,riddle_text,Answer,Difficulty
696,Ghost Riddles,A ghost was painting a picture. What did he paint on his picture?,A picture!,Medium
697,Ghost Riddles,"When I looked at the lake, I saw my reflection, yet I disappear from every picture I take. What am I?",A ghost.,Hard
698,Ghost Riddles,What do you call a ghost who ran out of toilet paper?,Sheet out of luck!,Hard
699,Ghost Riddles,"Empty as space, Scary as a ghost, I appear every night What am I?",Darkness.,Hard
700,Ghost Riddles,What do you call a ghost with a broken leg?,A Hoblin Goblin.,Easy
701,Ghost Riddles,Where do dead outlaws go on a Saturday night?,To ghost towns.,Hard
702,Ghost Riddles,How can you tell if a ghost is about to faint?,He gets pale as a sheet.,Easy
703,Ghost Riddles,What do ghosts do before they enter a haunted house?,Wipe their sheets.,Easy
704,Ghost Riddles,What should you say when you meet a ghost in your bedroom?,"""How do you boo?""",Easy
705,Ghost Riddles,What do you call an out-of-work Ghost?,Lazy Bones.,Easy
706,Ghost Riddles,Why did the game warden arrest the ghost?,He did not have a current haunting license.,Easy
707,Golf Riddles,Why did the golfer wear two pairs of pants?,In case he got a hole-in-one.,Hard
708,Golf Riddles,"This object can be driven, but has no wheels, and can also be sliced and remain whole. What is it?",A Golf Ball.,Easy
709,Golf Riddles,Why did the golfer change his socks?,He had a hole-in-one.,Hard
710,Golf Riddles,"A pro fisherman decided to become a pro golfer. In order to buy his clubs, he had to sell his boat. How did he list it?",Fore Sail!,Hard
711,Halloween Riddles,What room do ghosts avoid?,The living room.,Hard
712,Halloween Riddles,How do you spell candy in 2 letters?,c and y c(and)y.,Medium
713,Halloween Riddles,Which part of a road do Ghosts love to travel the most?,The Dead End.,Medium
714,Halloween Riddles,When is it bad luck to see a black cat?,When you are a mouse.,Medium
715,Halloween Riddles,"Why did Snap, Crackle, and Pop get scared?",They heard there was a cereal killer on the loose.,Medium
716,Halloween Riddles,What is harder to catch the faster you run?,Your breath!,Easy
717,Halloween Riddles,What is a ghost's favorite dessert?,Ice Scream.,Easy
718,Halloween Riddles,Which three letters can frighten a ghost away?,I C U.,Easy
719,Halloween Riddles,Why didn't the monster eat the crazy person?,He was allergic to nuts.,Easy
720,Halloween Riddles,What kind of candy would a prisoner want before he is executed?,A Life Saver.,Easy
721,Halloween Riddles,How do you fix a broken jack-o-lantern?,With a pumpkin patch.,Medium
722,Halloween Riddles,How do you know that a vampire loves baseball?,Because he turns into a bat every night.,Hard
723,Halloween Riddles,Why do skeletons go on vacations alone?,Because they have no-body to go with.,Hard
724,Halloween Riddles,Why did the scarecrow win so many awards?,He was out-standing in his field!,Hard
725,Halloween Riddles,Why did the vampire take an art class?,He wanted to learn how to draw blood.,Hard
726,Halloween Riddles,"I scream, You scream, We all scream. For what?",Ice cream.,Easy
727,Halloween Riddles,How do vampires like their food served?,In bite-size pieces.,Medium
728,Halloween Riddles,What kind of makeup is a ghost's favorite to wear?,Mas-scare-a.,Easy
729,Halloween Riddles,What do you call a wizard from outer space that can fly?,A flying sorcerer!,Medium
730,Halloween Riddles,How do spiders communicate?,Through the worldwide web.,Hard
731,Halloween Riddles,"I'm like a doll, But I'm not for playing; I stand up straight, but if windy I may be laying; I'm well-known and famous for having no brain; I work outside both day and night in sunshine or in rain. What am I?",A,Hard
732,Halloween Riddles,What did the spider say to the fly on Halloween?,The web is the trick and you are the treat.,Medium
733,Halloween Riddles,Where do baby ghosts go while their parents work?,To day-scare!,Easy
734,Halloween Riddles,"You're in a room and there is a ghost in the room, but you're the only one in the room. How is this possible?",You're the ghost.,Easy
735,Halloween Riddles,"I don't have eyes, but once I did see. Once I had thoughts, but now I'm white and empty.",I am a skull.,Hard
736,Halloween Riddles,Who was the most famous Skeleton detective?,Sherlock Bones.,Easy
737,Halloween Riddles,Why didn't the skeleton cross the road?,Because it didn��t have the guts.,Hard
738,Halloween Riddles,"What was never scared but became petrified, can't make a bird but can make a bat, can't live in a house but would die to have one. What is it?",A tree.,Hard
739,Halloween Riddles,What do you get when you cross a snowman with a vampire?,Frostbite.,Hard
740,Halloween Riddles,What instrument does a,Trombone.,Hard
741,Halloween Riddles,Why don't zombies eat popcorn with their fingers?,Because they prefer to eat their fingers separately.,Hard
742,Halloween Riddles,Where do wolves stay on vacation?,At a howl-iday inn.,Medium
743,Halloween Riddles,"With pointed fangs, it sits in wait, With piercing force, its doles out fate, Over bloodless victims proclaiming its might, Eternally joining in a single bite. What am I?",I'm a Stapler.,Hard
744,Halloween Riddles,"A guy was waiting at home, he swung a metal pole then took 3 left turns, and on his way back home there was a masked man waiting for him. What is he doing and who is the masked man?",He is playing baseball and the masked man is the Catcher.,Easy
745,Halloween Riddles,What is a ghost's favorite fruit?,BOO-BERRIES!,Medium
746,Halloween Riddles,I can be hairy and itchy all over. I hang on a stick. I can be the scariest thing you have ever seen. I stand in the middle of nowhere. What am I?,A scarecrow!,Hard
747,Halloween Riddles,"I'm under your face, I'm outside your mind; A biological case, Pressure brings pain sometimes. What am I?",Your skull.,Hard
748,Halloween Riddles,What do you get when you cross a black cat and a lemon?,A Sour Puss.,Medium
749,Halloween Riddles,Why are ghosts bad at lying?,Because you can see right through them.,Hard
750,Halloween Riddles,What do spiders like with their,French flies.,Hard
751,Halloween Riddles,"I move without wings, between silken strings, I leave as you find, my substance behind. What am I?",A Spider,Medium
752,Halloween Riddles,Why did the spider get a job in I.T.?,Because he was a great web designer.,Medium
753,Halloween Riddles,"Who makes it, has no need of it. Who buys it, has no use for it. He who use it can neither see nor feel it. What is it?",A Coffin.,Easy
754,Halloween Riddles,What do,BOOGIE.,Medium
755,Halloween Riddles,What tops off a ghost's ice-scream sundae?,Whipped Scream.,Hard
756,Halloween Riddles,Why did the skeleton go to the barbecue?,To get some spare - ribs.,Easy
757,Halloween Riddles,How can you tell if a,By how much he's coffin.,Easy
758,Halloween Riddles,What does a vegetarian zombie eat?,Graaaaaaaains!,Easy
759,Halloween Riddles,"Duels of good and evil, A fighter of good am I, Revealed beside watched words, King of the black night sky. What am I?",The dark.,Hard
760,Halloween Riddles,What did the first casket say to the second casket?,Is that you coffin?,Easy
761,Halloween Riddles,"I am dead but alive, I eat but am never satisfied, I consume knowledge but gain none. What am I?",A,Hard
762,Halloween Riddles,How do you spot a modern spider?,She has a Web Site.,Hard
763,Halloween Riddles,Why didn't the skeleton use a towel?,Because he always comes out bone dry.,Easy
764,Halloween Riddles,I am the enemy of all that is good and right. Five letters--that is the length of my name. Remove the first and evil I remain.,The devil. (D-evil),Medium
765,Halloween Riddles,What did the panda ghost say?,Bambooooooo,Medium
766,Halloween Riddles,Do vampires play tennis in their free time?,No they prefer bat-minton.,Easy
767,Halloween Riddles,"I scream, I can be almost any shape or color, but everyone seems to talk about screaming when they talk about me. What am I?",An Ice Cream.,Hard
768,Halloween Riddles,What do you get when you cross Purell with the,Hand Satanizer.,Medium
769,Halloween Riddles,What was the spider doing on the baseball team?,Catching flies.,Hard
770,Halloween Riddles,What are ghosts' favorite pants to wear?,Boo-jeans.,Easy
771,Halloween Riddles,What type of,A Bloodhound!,Hard
772,Halloween Riddles,What did the tourist say to a vampire?,Do you know a good place to get a bite?,Hard
773,Halloween Riddles,What happens when a sea,It causes a comm-ocean.,Easy
774,Halloween Riddles,"I am one with eight to spare, lest I lose my one. I'm not a number. What am I?",A Cat. ( Nine Lives ),Medium
775,Halloween Riddles,"I serve on a cross, to prevent loss. What am I?",A scarecrow,Easy
776,Halloween Riddles,"I watch you sleep, I haunt you by day. You stare at me and saw nothing, but darkness. What am I?",Fear.,Medium
777,Halloween Riddles,"I have no mind or soul. I've been eternally attached since man's dawn. My kind disappears on and off, to everyone I accompany them to their death, and buried with them, then I hide away when the casket shuts. What am I?",A shadow.,Medium
778,Halloween Riddles,You walk into your house you see three doors you've never seen before. One vampire bat that will suck your blood. Two zombies who will eat your brain. Three a lion that hasn't eaten for over six months. Which one do you go through?,Three a lion that hasn't eaten for over 6 months because he would be dead.,Hard
779,Halloween Riddles,What do sea monsters eat for lunch?,Fish and ships.,Medium
780,Halloween Riddles,"I come out at night, I am neither human nor animal, I rarely eat I only drink, I can only be found at night, I will glow in the sunlight. What am I?",A vampire.,Medium
781,Halloween Riddles,What is a vampire's favorite boat to travel on?,A blood vessel.,Easy
782,Halloween Riddles,How do you make a strawberry shake?,Tell it a,Medium
783,Halloween Riddles,Where do zombies go on vacation?,The Dead Sea.,Medium
784,Halloween Riddles,What do you call a ghost without a host?,G.,Hard
785,Halloween Riddles,What did the skeleton order at the restaurant?,Spare ribs!,Hard
786,Halloween Riddles,What kind of streets do zombies like?,Dead ends!,Easy
787,Halloween Riddles,Why did the ghost cry?,He had a booboo.,Hard
788,Halloween Riddles,What did the zombie bring to bed?,A deaddy bear.,Hard
789,Halloween Riddles,What game do ghosts like to play at the top of the mountain?,Peak-a-boo!,Medium
790,Halloween Riddles,What does a vegetarian zombie say?,'G'rainsss!,Easy
791,Halloween Riddles,Why do skeletons hate the cold?,The wind goes right through them!,Hard
792,Halloween Riddles,Why don't cannibals eat clowns?,Because they taste funny.,Medium
793,Halloween Riddles,Why couldn't Dracula's wife go to sleep?,Because of his "coffin"!,Hard
794,Halloween Riddles,What is a vampire's favorite fruit?,A neck-tarine!,Hard
795,Halloween Riddles,How do monsters like their eggs?,Terri-Fried.,Hard
796,Halloween Riddles,What time is it when you see a monster?,Time to run.,Easy
797,Halloween Riddles,"I scream out in the dark, I bring light to you, my flame whispers in the darkness. What am I?",A candle.,Medium
798,Halloween Riddles,What is a ghost's favorite pepper?,A ghost pepper.,Hard
799,Halloween Riddles,What is the scariest side of a haunted house?,The inside.,Hard
800,Halloween Riddles,What did the ghost eat for breakfast?,Dreaded Wheats.,Hard
801,Halloween Riddles,Why is France like a skeleton?,Because only the,Medium
802,Halloween Riddles,"Compact creatures consistently caught, A waif woeful widow woven. A translucent template tense and taut, Can civilize and calmly cause cloven. What am I?",A spider's web.,Easy
803,Halloween Riddles,"We are always found two in a coffin, when we are separated from each other, we love to start a fight, and also together, we make a difference. What are we?",The letter "F".,Hard
804,Halloween Riddles,Where is the popularity of spiders more visible?,On the web-sight (website),Medium
805,Halloween Riddles,What is a vampire's favorite car to drive in?,A bloodmobile?,Hard
806,Halloween Riddles,I can make many people scream yet I can still be seen I make many things grow yet still I can melt the snow. What am I?,I am fire.,Hard
807,Halloween Riddles,A ghost was painting a picture. What did he paint on his picture?,A picture!,Hard
808,Halloween Riddles,Why did the skeleton climb up the tree?,Because the dog was after his bones.,Easy
809,Halloween Riddles,"As destructive as life, As healing as death; An institution of strife, Just as prone to bless. It is all that is good, Yet with an evil trend; As it was the beginning of things, It can also be the end. What is it?",It is fire!,Hard
810,Halloween Riddles,What was written on Frankenstein's monster's grave?,"""Rust in peace.""",Easy
811,Halloween Riddles,What do spiders eat with their dinner?,Corn on the cobweb.,Hard
812,Halloween Riddles,"When I looked at the lake, I saw my reflection, but yet I disappear from every picture I take. What am I?",A ghost.,Hard
813,Halloween Riddles,What do you call a ghost who ran out of toilet paper?,Sheet out of luck!,Hard
814,Halloween Riddles,"My hair is blue and pink, I am human, I am daddy's Lil monster. Who am I?",Harley Quinn.,Easy
815,Halloween Riddles,"Empty as space, Scary as a ghost, I appear every night What am I?",Darkness.,Easy
816,Halloween Riddles,What do you call a ghost with a broken leg?,A Hoblin Goblin.,Easy
817,Halloween Riddles,What do you call it when you walk into a spider web?,Free Karate lessons.,Medium
818,Halloween Riddles,What kind of Doctors are like spiders?,Spin Doctors.,Medium
819,Halloween Riddles,Where do zombies go for a night out?,Club Dead.,Medium
820,Halloween Riddles,What did the zombie eat for breakfast?,Raisen Brain!,Easy
821,Halloween Riddles,What is a five-letter word with no vowels?,Crypt (others are accepted).,Medium
822,Halloween Riddles,What animal has more lives than a cat?,"A frog, he croaks every night!",Easy
823,Halloween Riddles,How can you tell if a ghost is about to faint?,He gets pale as a sheet.,Medium
824,Halloween Riddles,On which side of a church is the graveyard always situated?,"On the outside, of course.",Medium
825,Halloween Riddles,I'm not sure where everyone is and there are graves here. Where am I?,A graveyard.,Hard
826,Halloween Riddles,What kind of money do vampires use?,Blood money!,Easy
827,Halloween Riddles,Which of the witch's friends eats the fastest?,The goblin.,Medium
828,Halloween Riddles,What do ghosts do before they enter a haunted house?,Wipe their sheets.,Easy
829,Halloween Riddles,What should you say when you meet a ghost in your bedroom?,"""How do you boo?""",Medium
830,Halloween Riddles,"Untainted, Eternal, Marooned A place where the living will move. A shrine beneath the sun. Greeted by the morning's crest. Our sanctity, Our rest. For when our day is done. What am I?",A Graveyard.,Easy
831,Halloween Riddles,Why did Frankenstein's monster get indigestion?,He bolted down his food.,Hard
832,Halloween Riddles,What do you call an out-of-work Ghost?,Lazy Bones.,Hard
833,Halloween Riddles,Why did the game warden arrest the Ghost?,He did not have a current haunting license.,Easy
834,Halloween Riddles,"Our dinner guests cry that we are evil when they notice their place in the meal. But it's no big deal why; we are just one big happy tribe! And we get really fed up with people! Who, What or Are we?",Cannibals!,Hard
835,Halloween Riddles,What do goblins sing in the shower?,Rhythm and boos.,Medium
836,Horror Riddles,"Why did Snap, Crackle, and Pop get scared?",They heard there was a cereal killer on the loose.,Hard
837,Horror Riddles,"I am strong enough to smash ships, but I fear the Sun. What am I?",Ice.,Easy
838,Horror Riddles,What do you call a person who is afraid of Santa Claus?,Claustrophobic.,Medium
839,Horror Riddles,"It runs and runs but can never flee. It is often watched, yet never seen. When long it brings boredom, When short it brings fear. What is it?","Time, which is often watched when you stare at a clock.",Hard
840,Horror Riddles,"What was never scared but became petrified, can't make a bird but can make a bat, can't live in a house but would die to have one. What is it?",A tree.,Hard
841,Horror Riddles,"A girl came running home crying because her boyfriend broke up with her. When she got home, she broke her phone and all of the pictures that had her boyfriend in them. What broke first?",Her heart is because of her boyfriend.,Easy
842,Horror Riddles,"It's the only vegetable or fruit that is never sold frozen, canned, processed, cooked, or in any other form but fresh. What is it?",Lettuce.,Medium
843,Horror Riddles,There are ten birds sitting on a fence. You shoot one. How many are left?,None are left. All the others are scared away because of the gunshot.,Easy
844,Horror Riddles,"Double my number, I'm less than a score, and half of my number is less than four. Add one to my double when bakers are near, days of the week are still greater, I fear. What am I?",The number six.,Hard
845,Horror Riddles,"I am born in fear, raised in the truth, and I come to my own indeed. When comes a time that I'm called forth, I come to serve the cause of need. What am I?",Courage.,Medium
846,Horror Riddles,"I lead the way into the unknown, and bring strength where there is fear. I am the creator of the invention and the maker of all adventure. What am I?",I am curiosity!,Medium
847,Horror Riddles,"What does man love more than life, fear more than death or mortal strife, What the poor have, the rich require, and what contented men desire, What the miser spends and the spendthrift saves And all men carry to their graves?",Nothing.,Medium
848,Horror Riddles,"I make you weak at the worst of all times. I keep you safe, I keep you fine. I make your hands sweat, and your heart grows cold, I visit the weak, but seldom the bold. What am I?",Your fears.,Hard
849,Horror Riddles,"A man is on one side of a river, his dog on the other. The man calls his dog, who immediately crossed the river without getting wet and without using a bridge or a boat. How did the dog do it?",The river was frozen.,Easy
850,Horror Riddles,What word is a fun word until you add one letter and it becomes a terrible word that no one wants to happen?,Laughter: If you add an 'S' to the begging of laughter it becomes slaughter.,Hard
851,Horror Riddles,You can't see me. You can't touch me. You can't hear me. You can't taste me. You can use me or create me. You can find me. I can be interrupted easily. Some enjoy me and others fear me. What am I?,Silence.,Medium
852,Horror Riddles,"I scream, I can be almost any shape or color, but everyone seems to talk about screaming when they talk about me. What am I?",An Ice Cream.,Hard
853,Horror Riddles,What temperature does ice freeze at?,"Ice doesn��t freeze, it��s already frozen.",Medium
854,Horror Riddles,What type of music are balloons scared of?,Pop Music!,Medium
855,Horror Riddles,"We are a pair, We can dart here and there, Though we always stay in one place. We can smile or shed tears, Show our pleasure or fears, And you'll find us on everyone's face. What are we?",Two eyes.,Medium
856,Horror Riddles,"I watch you sleep, I haunt you by day. You stare at me and saw nothing, but darkness. What am I?",Fear.,Medium
857,Horror Riddles,I change when scared. I'm in a popular movie. My tongue is long. What am I?,A chameleon.,Easy
858,Horror Riddles,"You can feel me but you cannot see me. I am always with you, but I never get heavy. You shiver when I come and are relieved when I pass. What am I?",Your Fears.,Hard
859,Horror Riddles,"A mouse, a squirrel, a duck, a chicken, and an elephant are sitting on the side of the road. Someone offers them a lift, but one prefers to stay. Who preferred to stay?","The Elephant Stayed. If you didn't know, elephants are scared of mice.",Easy
860,Horror Riddles,"Adored by few, Feared and hated by many. Mistress of the entire universal reason, Master in the art of numbers. Some may have solved many of your mysteries, But there is still much of them to find. What are they?",Mathematics.,Easy
861,Horror Riddles,"A woman was horrified to find a fly in her tea. The waiter took her cup and went into the kitchen and returned with a fresh cup of tea. She shouted, ""You brought me the same tea!"" How did she know?",She had already put sugar in it and when she tasted the new tea it was already sweet.,Medium
862,Horror Riddles,Why was the arrow trembling?,Because he saw his friends in a quiver. (arrow pouch),Medium
863,Horror Riddles,What's a type of cloud that's afraid of heights?,"Fog, because Fog is like a cloud but it's never in the sky.",Medium
864,Horror Riddles,"Fifty is my first. Nothing is my second. Five just makes my third. My fourth, a vowel, is reckoned. Now to find my name, Fit my parts together. I die if I grow cold but never fear cold weather. What am I?",L O V E.,Hard
865,Horror Riddles,What is a cereal's worst fear?,A cereal killer.,Easy
866,Horror Riddles,"I'm alive and I die. When cut, I bleed I do not fear the seasons. I make my home above yet below the land. I'm a friend to man and beastie, yet hunted by both. My bones are always within sight. What am I?",A Tree.,Medium
867,Horror Riddles,"A girl walked into a bar and ordered some water. The bartender then threw a big hairy spider at her. A few minutes later, the girl thanked the man and walked out. Why?",The girl had the hiccups and the man scared them away by throwing the big hairy spider at her.,Easy
868,Horror Riddles,"I know what my job is, The point has been made. You say I have a big head, And you're right, I'm afraid. Put me in my place, And then leave me alone. What I need most, Is someone to drive me home. What am I?",A Nail!,Medium
869,Horror Riddles,"In this place, people lie, people cry, and people ask why. In this place, people sleep, people, weep, and people's solitude, they keep. What is it?","""Graveyard"" or ""Cemetery"" - Reasoning: Both ""people lie"" and ""people sleep"" are indications of many people using this place to lie down, or to sleep, which in itself is an odd thought. Crying and weeping indicate that this is a sad place, and the continued use of ""people"" allows this to mean not just those who are lying down or sleeping, but those who come to visit them there, (i.e. mourners). People come to ask the person's grave why they did what they did that resulted in their death, as a form of mourning, or to ask their chosen God or Gods why they took that person to their grave. And peoples solitude refers to people sleeping on their own, or the mourners usually coming the mourn privately.",Hard
870,Horror Riddles,When people add me they're often shaking; On the tip of their tongue there's no mistaking; I'm here to help if the devil is waiting. What am I?,Salt.,Hard
871,Horror Riddles,Why was 6 afraid of 7?,"Because 7,8,9.",Medium
872,Horror Riddles,"Our armor may be stolen, But still a thousand blades cause us no fear, One or many, it's all the same, Before our number, you will fall. What are we?",Sheep.,Hard
873,Horror Riddles,"I'm scared of the water, But not scared of heights; I'm light and come in different colors, But typically just white. What am I?",Tissue,Hard
874,Horror Riddles,"I am brave but, wear the thing I used to fear most, I am bold, but not willing to kill. Who am I?",Batman.,Medium
875,Horror Riddles,Why were the notebooks afraid to go to college?,Because the College ruled notebooks!,Hard
876,Horror Riddles,"I am the creature that robs men of their dignity, pride, and will. I feast on children's dreams till' they have none. I am the monster in your head, waiting to strike. What am I?","I am fear, SO FEAR ME!",Easy
877,Horror Riddles,"I am something that the naughty boys use to draw on, girls write beautifully on the side, you have to clap my defeaters every day, and I stand dumbly as the young children cry. What am I?","A chalkboard. (When the young children cry, it means they are crying for a turn to write the answer and the defeaters are the erasers)",Hard
878,Horror Riddles,There is a man standing on top of a mountain frozen holding a piece of straw. How did he get there?,He was with his friend in a hot-air balloon when they were about to hit a mountain so they took off their clothes to make it lighter so they would go higher it wasn't working so they drew straws and whoever had the shortest straw would have to jump out so he was the one who picked the shortest straw.,Hard
879,Kitchen Riddles,"You have three stoves: a gas stove, a wood stove, and a coal stove, but only one match. Which should you light first?",The match!,Easy
880,Kitchen Riddles,Which is the only way a leopard can change his spots?,By going from one spot to another.,Medium
881,Kitchen Riddles,"If it takes 5 microwaves 5 minutes to cook 5 chickens, how long does it take 100 microwaves to cook 100 chickens?",5 minutes. We can assume that one chicken is placed in each microwave and that each chicken takes 5 minutes to cook.,Hard
882,Kitchen Riddles,"If you put roast in a roaster, what do you put in toaster?",Bread.,Hard
883,Kitchen Riddles,"Double my number, I'm less than a score, and half of my number is less than four. Add one to my double when bakers are near, days of the week are still greater, I fear. What am I?",The number six.,Hard
884,Kitchen Riddles,Why did the outlaw hold up the bakery?,He kneaded the dough.,Medium
885,Kitchen Riddles,What kind of garden does a baker have?,A flour garden!,Hard
886,Kitchen Riddles,"I have a short, wide body. It is cold and shiny. My insides are hot as flame. I have two mouths. My tail is long and forked. What am I?",A Toaster.,Hard
887,Kitchen Riddles,"Big as a biscuit, deep as a cup, even a river can't fill it up. What is it?",A kitchen strainer.,Easy
888,Kitchen Riddles,What washes up on tiny beaches?,Microwaves.,Easy
889,Kitchen Riddles,"A woman was horrified to find a fly in her tea. The waiter took her cup and went into the kitchen and returned with a fresh cup of tea. She shouted, ""You brought me the same tea!"" How did she know?",She had already put sugar in it and when she tasted the new tea it was already sweet.,Easy
890,Kitchen Riddles,Why is the best baker most in want of bread?,Because he kneads (needs) it most.,Easy
891,Kitchen Riddles,What sneaks through doors and windows without knocking? What heats an unlit stove? What gives the cat a snug place to rest?,The sun!,Hard
892,Kitchen Riddles,"The sun bakes them, the hand breaks them, the foot treads on them, and the mouth tastes them. What are they?",Grapes.,Hard
893,Kitchen Riddles,What happened to the man who plugged his electric blanket into a toaster?,He kept popping out of bed.,Medium
894,Kitchen Riddles,"I give you a group of three. One is sitting down, and will never get up. The second eats as much as is given to him, yet is always hungry. The third goes away and never returns. What are the three things?","Stove, fire, and smoke.",Medium
895,Kitchen Riddles,I am a room. I have a sink. I have a stove. You use me for cooking. What am I?,A kitchen.,Easy
896,Kitchen Riddles,"A woman has three children: MoroEbi, MoroPet and Laura. MoroPet is in the sitting room playing, Moroebi is in the bathroom taking his bath, and the woman is in the kitchen preparing dinner. In what room is Laura.",Laura is in WHAT ROOM. Didn't guess it right?,Easy
897,Kitchen Riddles,When is 90 greater than 100?,"On a microwave timer. When you type 100, the timer interprets it as 1 minute. When you type 90, it will read 90 seconds, which is 1 minute 30 seconds.",Hard
898,Kitchen Riddles,Why can't a cook swallow his apron?,Because it goes against his stomach.,Hard
899,Kitchen Riddles,"If place 1 cake of soap on a pan of a scale and 3/4 cake of soap and a 3/4-pound weight on the other, the pans balance. How much does a cake of soap weigh?","Since 1/4 cake weighs 3/4 pound, and the entire cake weighs 3 pounds.",Medium
900,Kitchen Riddles,"What goes through the door without pinching itself, sits on the stove without burning itself, sits on the table, and is not ashamed?",The Sun.,Medium
901,Lawyer Riddles,"Which of the following words don't belong in the group and why? CORSET, COSTER, SECTOR, ESCORT, COURTS",Courts. All of the others are anagrams of each other.,Hard
902,Lawyer Riddles,What does a lawyer wear to court?,A Lawsuit.,Easy
903,Lawyer Riddles,Why would Snow White be a good judge?,Because she's the fairest in the land,Medium
904,Lawyer Riddles,Don't judge a book by its cover. What is the contradictory proverb?,Clothes make the man.,Medium
905,Lawyer Riddles,"A woman proves in court that her husband was murdered by her sister, but the judge decides that the sister cannot be punished. Why?",The sisters are Siamese twins.,Easy
906,Lawyer Riddles,How did the court know the judge was ready for bed?,He was wearing his robe.,Easy
907,Monster Riddles,What room do ghosts avoid?,The living room.,Easy
908,Monster Riddles,Which part of a road do Ghosts love to travel the most?,The Dead End.,Easy
909,Monster Riddles,Why do mummies like Christmas so much?,Because of all the wrapping.,Hard
910,Monster Riddles,What is a ghost's favorite dessert?,Ice Scream.,Easy
911,Monster Riddles,Why didn't the monster eat the crazy person?,He was allergic to nuts.,Hard
912,Monster Riddles,How do you know that a vampire loves baseball?,Because he turns into a bat every night.,Medium
913,Monster Riddles,Why did the vampire take an art class?,He wanted to learn how to draw blood.,Easy
914,Monster Riddles,How do vampires like their food served?,In bite-size pieces.,Hard
915,Monster Riddles,What kind of makeup is a ghost's favorite to wear?,Mas-scare-a.,Medium
916,Monster Riddles,Where do baby ghosts go while their parents work?,To day-scare!,Easy
917,Monster Riddles,"You're in a room and there is a ghost in the room, but you're the only one in the room. How is this possible?",You're the ghost.,Hard
918,Monster Riddles,What do you get when you cross a snowman with a vampire?,Frostbite.,Hard
919,Monster Riddles,Why don't zombies eat popcorn with their fingers?,Because they prefer to eat their fingers separately.,Hard
920,Monster Riddles,What is a ghost's favorite fruit?,BOO-BERRIES!,Medium
921,Monster Riddles,Why are ghosts bad at lying?,Because you can see right through them.,Hard
922,Monster Riddles,"If you hadn't put me in a bowl, I would have lived for 20 years. What am I?","I'm your goldfish, you monster.",Hard
923,Monster Riddles,What do ghosts like to do on a Saturday night?,BOOGIE.,Easy
924,Monster Riddles,What tops off a ghost's ice-scream sundae?,Whipped Scream.,Medium
925,Monster Riddles,How can you tell if a vampire is sick?,By how much he's a coffin.,Hard
926,Monster Riddles,What kind of music do aliens like?,Nep-tunes.,Medium
927,Monster Riddles,"In Ancient Egypt, what music did the mummies like most?",Wrap Music.,Easy
928,Monster Riddles,What did the panda ghost say?,Bambooooooo,Easy
929,Monster Riddles,Do vampires play tennis in their free time?,No they prefer bat-minton.,Easy
930,Monster Riddles,What are the ghost's favorite pants to wear?,Boo-jeans.,Hard
931,Monster Riddles,What type of dog does a vampire have?,A Bloodhound!,Medium
932,Monster Riddles,What did the tourist say to a vampire?,Do you know a good place to get a bite?,Medium
933,Monster Riddles,Why did King Kong get into trouble at school?,He was always monkeying around in class.,Medium
934,Monster Riddles,What happens when a sea monster gets angry?,It causes a comm-ocean.,Medium
935,Monster Riddles,1. Where do fish go on vacation? 2. Where do songbirds go on vacation? 3. Where do zombies go on vacation? 4. Where do Thanksgiving Birds go on vacation? 5. Where do geometry teachers go on vacation? 6. Where do locksmiths go on vacation?,1. Finland 2. The Canary Islands 3. The Dead Sea 4. Turkey 5. Cuba 6. The Florida Keys,Medium
936,Monster Riddles,What do sea monsters eat for lunch?,Fish and ships.,Easy
937,Monster Riddles,You walk into your house you see three doors you've never seen before. One vampire bat that will suck your blood. Two zombies that will eat your brain. Three a lion that hasn't eaten for over six months. Which one do you go through?,Three a lion that hasn't eaten for over 6 months because he would be dead.,Medium
938,Monster Riddles,"I come out at night, I am neither human nor animal, I rarely eat I only drink, I can only be found at night, I will glow in the sunlight. What am I?",A vampire.,Medium
939,Monster Riddles,Where do zombies go on vacation?,The Dead Sea.,Easy
940,Monster Riddles,What is a vampire's favorite boat to travel on?,A blood vessel.,Easy
941,Monster Riddles,What do you call a ghost without a host?,G.,Medium
942,Monster Riddles,Why did the ghost cry?,He had a booboo.,Hard
943,Monster Riddles,How do mummies hide?,They wear masking tape.,Easy
944,Monster Riddles,What kind of streets do zombies like?,Dead ends!,Medium
945,Monster Riddles,What game do ghosts like to play at the top of the mountain?,Peak-a-boo!,Hard
946,Monster Riddles,"The ghost of the mountain never to be seen, leaps like a raging fire to catch his prey. As pale as the moon but fast as the wind. Cold as ice, but a flash of light in the night. What is it?",A snow leopard.,Easy
947,Monster Riddles,What business is King Kong in?,The Monkey Business.,Hard
948,Monster Riddles,What is a vampire's favorite fruit?,A neck-tarine!,Easy
949,Monster Riddles,How do monsters like their eggs?,Terri-Fried.,Hard
950,Monster Riddles,My first is twice in apple but not once in tart. My second is in liver but not in heart. My third is in giant and also in ghost. Whole I'm best when I am roast. What am I?,The word Pig.,Hard
951,Monster Riddles,What time is it when you see the monster?,Time to run.,Medium
952,Monster Riddles,What is a ghost's favorite pepper?,A ghost pepper.,Hard
953,Monster Riddles,What did the ghost eat for breakfast?,Dreaded-Wheats.,Hard
954,Monster Riddles,What kind of drinks do aliens like best?,Gravi-tea.,Medium
955,Monster Riddles,What is a vampire's favorite car to drive in?,A bloodmobile?,Medium
