riddle_id,ques&ans
819,Category: Halloween Riddles</br>Question: Where do zombies go for a night out?</br>Answer: Club Dead.</br>Difficulty: Medium
820,Category: Halloween Riddles</br>Question: What did the zombie eat for breakfast?</br>Answer: Raisen Brain!</br>Difficulty: Easy
821,Category: Halloween Riddles</br>Question: What is a five-letter word with no vowels?</br>Answer: Crypt (others are accepted).</br>Difficulty: Medium
822,"Category: Halloween Riddles</br>Question: What animal has more lives than a cat?</br>Answer: A frog, he croaks every night!</br>Difficulty: Easy"
823,Category: Halloween Riddles</br>Question: How can you tell if a ghost is about to faint?</br>Answer: He gets pale as a sheet.</br>Difficulty: Medium
824,"Category: Halloween Riddles</br>Question: On which side of a church is the graveyard always situated?</br>Answer: On the outside, of course.</br>Difficulty: Medium"
825,Category: Halloween Riddles</br>Question: I'm not sure where everyone is and there are graves here. Where am I?</br>Answer: A graveyard.</br>Difficulty: Hard
826,Category: Halloween Riddles</br>Question: What kind of money do vampires use?</br>Answer: Blood money!</br>Difficulty: Easy
827,Category: Halloween Riddles</br>Question: Which of the witch's friends eats the fastest?</br>Answer: The goblin.</br>Difficulty: Medium
828,Category: Halloween Riddles</br>Question: What do ghosts do before they enter a haunted house?</br>Answer: Wipe their sheets.</br>Difficulty: Easy
829,"Category: Halloween Riddles</br>Question: What should you say when you meet a ghost in your bedroom?</br>Answer: ""How do you boo?""</br>Difficulty: Medium"
830,"Category: Halloween Riddles</br>Question: Untainted, Eternal, Marooned A place where the living will move. A shrine beneath the sun. Greeted by the morning's crest. Our sanctity, Our rest. For when our day is done. What am I?</br>Answer: A Graveyard.</br>Difficulty: Easy"
831,Category: Halloween Riddles</br>Question: Why did Frankenstein's monster get indigestion?</br>Answer: He bolted down his food.</br>Difficulty: Hard
832,Category: Halloween Riddles</br>Question: What do you call an out-of-work Ghost?</br>Answer: Lazy Bones.</br>Difficulty: Hard
833,Category: Halloween Riddles</br>Question: Why did the game warden arrest the Ghost?</br>Answer: He did not have a current haunting license.</br>Difficulty: Easy
834,"Category: Halloween Riddles</br>Question: Our dinner guests cry that we are evil when they notice their place in the meal. But it's no big deal why; we are just one big happy tribe! And we get really fed up with people! Who, What or Are we?</br>Answer: Cannibals!</br>Difficulty: Hard"
835,Category: Halloween Riddles</br>Question: What do goblins sing in the shower?</br>Answer: Rhythm and boos.</br>Difficulty: Medium
836,"Category: Horror Riddles</br>Question: Why did Snap, Crackle, and Pop get scared?</br>Answer: They heard there was a cereal killer on the loose.</br>Difficulty: Hard"
837,"Category: Horror Riddles</br>Question: I am strong enough to smash ships, but I fear the Sun. What am I?</br>Answer: Ice.</br>Difficulty: Easy"
838,Category: Horror Riddles</br>Question: What do you call a person who is afraid of Santa Claus?</br>Answer: Claustrophobic.</br>Difficulty: Medium
839,"Category: Horror Riddles</br>Question: It runs and runs but can never flee. It is often watched, yet never seen. When long it brings boredom, When short it brings fear. What is it?</br>Answer: Time, which is often watched when you stare at a clock.</br>Difficulty: Hard"
840,"Category: Horror Riddles</br>Question: What was never scared but became petrified, can't make a bird but can make a bat, can't live in a house but would die to have one. What is it?</br>Answer: A tree.</br>Difficulty: Hard"
841,"Category: Horror Riddles</br>Question: A girl came running home crying because her boyfriend broke up with her. When she got home, she broke her phone and all of the pictures that had her boyfriend in them. What broke first?</br>Answer: Her heart is because of her boyfriend.</br>Difficulty: Easy"
842,"Category: Horror Riddles</br>Question: It's the only vegetable or fruit that is never sold frozen, canned, processed, cooked, or in any other form but fresh. What is it?</br>Answer: Lettuce.</br>Difficulty: Medium"
843,Category: Horror Riddles</br>Question: There are ten birds sitting on a fence. You shoot one. How many are left?</br>Answer: None are left. All the others are scared away because of the gunshot.</br>Difficulty: Easy
844,"Category: Horror Riddles</br>Question: Double my number, I'm less than a score, and half of my number is less than four. Add one to my double when bakers are near, days of the week are still greater, I fear. What am I?</br>Answer: The number six.</br>Difficulty: Hard"
845,"Category: Horror Riddles</br>Question: I am born in fear, raised in the truth, and I come to my own indeed. When comes a time that I'm called forth, I come to serve the cause of need. What am I?</br>Answer: Courage.</br>Difficulty: Medium"
846,"Category: Horror Riddles</br>Question: I lead the way into the unknown, and bring strength where there is fear. I am the creator of the invention and the maker of all adventure. What am I?</br>Answer: I am curiosity!</br>Difficulty: Medium"
847,"Category: Horror Riddles</br>Question: What does man love more than life, fear more than death or mortal strife, What the poor have, the rich require, and what contented men desire, What the miser spends and the spendthrift saves And all men carry to their graves?</br>Answer: Nothing.</br>Difficulty: Medium"
848,"Category: Horror Riddles</br>Question: I make you weak at the worst of all times. I keep you safe, I keep you fine. I make your hands sweat, and your heart grows cold, I visit the weak, but seldom the bold. What am I?</br>Answer: Your fears.</br>Difficulty: Hard"
849,"Category: Horror Riddles</br>Question: A man is on one side of a river, his dog on the other. The man calls his dog, who immediately crossed the river without getting wet and without using a bridge or a boat. How did the dog do it?</br>Answer: The river was frozen.</br>Difficulty: Easy"
850,Category: Horror Riddles</br>Question: What word is a fun word until you add one letter and it becomes a terrible word that no one wants to happen?</br>Answer: Laughter: If you add an 'S' to the begging of laughter it becomes slaughter.</br>Difficulty: Hard
851,Category: Horror Riddles</br>Question: You can't see me. You can't touch me. You can't hear me. You can't taste me. You can use me or create me. You can find me. I can be interrupted easily. Some enjoy me and others fear me. What am I?</br>Answer: Silence.</br>Difficulty: Medium
852,"Category: Horror Riddles</br>Question: I scream, I can be almost any shape or color, but everyone seems to talk about screaming when they talk about me. What am I?</br>Answer: An Ice Cream.</br>Difficulty: Hard"
853,"Category: Horror Riddles</br>Question: What temperature does ice freeze at?</br>Answer: Ice doesn¡¯t freeze, it¡¯s already frozen.</br>Difficulty: Medium"
854,Category: Horror Riddles</br>Question: What type of music are balloons scared of?</br>Answer: Pop Music!</br>Difficulty: Medium
855,"Category: Horror Riddles</br>Question: We are a pair, We can dart here and there, Though we always stay in one place. We can smile or shed tears, Show our pleasure or fears, And you'll find us on everyone's face. What are we?</br>Answer: Two eyes.</br>Difficulty: Medium"
856,"Category: Horror Riddles</br>Question: I watch you sleep, I haunt you by day. You stare at me and saw nothing, but darkness. What am I?</br>Answer: Fear.</br>Difficulty: Medium"
857,Category: Horror Riddles</br>Question: I change when scared. I'm in a popular movie. My tongue is long. What am I?</br>Answer: A chameleon.</br>Difficulty: Easy
858,"Category: Horror Riddles</br>Question: You can feel me but you cannot see me. I am always with you, but I never get heavy. You shiver when I come and are relieved when I pass. What am I?</br>Answer: Your Fears.</br>Difficulty: Hard"
859,"Category: Horror Riddles</br>Question: A mouse, a squirrel, a duck, a chicken, and an elephant are sitting on the side of the road. Someone offers them a lift, but one prefers to stay. Who preferred to stay?</br>Answer: The Elephant Stayed. If you didn't know, elephants are scared of mice.</br>Difficulty: Easy"
860,"Category: Horror Riddles</br>Question: Adored by few, Feared and hated by many. Mistress of the entire universal reason, Master in the art of numbers. Some may have solved many of your mysteries, But there is still much of them to find. What are they?</br>Answer: Mathematics.</br>Difficulty: Easy"
861,"Category: Horror Riddles</br>Question: A woman was horrified to find a fly in her tea. The waiter took her cup and went into the kitchen and returned with a fresh cup of tea. She shouted, ""You brought me the same tea!"" How did she know?</br>Answer: She had already put sugar in it and when she tasted the new tea it was already sweet.</br>Difficulty: Medium"
862,Category: Horror Riddles</br>Question: Why was the arrow trembling?</br>Answer: Because he saw his friends in a quiver. (arrow pouch)</br>Difficulty: Medium
863,"Category: Horror Riddles</br>Question: What's a type of cloud that's afraid of heights?</br>Answer: Fog, because Fog is like a cloud but it's never in the sky.</br>Difficulty: Medium"
864,"Category: Horror Riddles</br>Question: Fifty is my first. Nothing is my second. Five just makes my third. My fourth, a vowel, is reckoned. Now to find my name, Fit my parts together. I die if I grow cold but never fear cold weather. What am I?</br>Answer: L O V E.</br>Difficulty: Hard"
865,Category: Horror Riddles</br>Question: What is a cereal's worst fear?</br>Answer: A cereal killer.</br>Difficulty: Easy
866,"Category: Horror Riddles</br>Question: I'm alive and I die. When cut, I bleed I do not fear the seasons. I make my home above yet below the land. I'm a friend to man and beastie, yet hunted by both. My bones are always within sight. What am I?</br>Answer: A Tree.</br>Difficulty: Medium"
867,"Category: Horror Riddles</br>Question: A girl walked into a bar and ordered some water. The bartender then threw a big hairy spider at her. A few minutes later, the girl thanked the man and walked out. Why?</br>Answer: The girl had the hiccups and the man scared them away by throwing the big hairy spider at her.</br>Difficulty: Easy"
868,"Category: Horror Riddles</br>Question: I know what my job is, The point has been made. You say I have a big head, And you're right, I'm afraid. Put me in my place, And then leave me alone. What I need most, Is someone to drive me home. What am I?</br>Answer: A Nail!</br>Difficulty: Medium"
869,"Category: Horror Riddles</br>Question: In this place, people lie, people cry, and people ask why. In this place, people sleep, people, weep, and people's solitude, they keep. What is it?</br>Answer: ""Graveyard"" or ""Cemetery"" - Reasoning: Both ""people lie"" and ""people sleep"" are indications of many people using this place to lie down, or to sleep, which in itself is an odd thought. Crying and weeping indicate that this is a sad place, and the continued use of ""people"" allows this to mean not just those who are lying down or sleeping, but those who come to visit them there, (i.e. mourners). People come to ask the person's grave why they did what they did that resulted in their death, as a form of mourning, or to ask their chosen God or Gods why they took that person to their grave. And peoples solitude refers to people sleeping on their own, or the mourners usually coming the mourn privately.</br>Difficulty: Hard"
870,Category: Horror Riddles</br>Question: When people add me they're often shaking; On the tip of their tongue there's no mistaking; I'm here to help if the devil is waiting. What am I?</br>Answer: Salt.</br>Difficulty: Hard
871,"Category: Horror Riddles</br>Question: Why was 6 afraid of 7?</br>Answer: Because 7,8,9.</br>Difficulty: Medium"
872,"Category: Horror Riddles</br>Question: Our armor may be stolen, But still a thousand blades cause us no fear, One or many, it's all the same, Before our number, you will fall. What are we?</br>Answer: Sheep.</br>Difficulty: Hard"
873,"Category: Horror Riddles</br>Question: I'm scared of the water, But not scared of heights; I'm light and come in different colors, But typically just white. What am I?</br>Answer: Tissue</br>Difficulty: Hard"
874,"Category: Horror Riddles</br>Question: I am brave but, wear the thing I used to fear most, I am bold, but not willing to kill. Who am I?</br>Answer: Batman.</br>Difficulty: Medium"
875,Category: Horror Riddles</br>Question: Why were the notebooks afraid to go to college?</br>Answer: Because the College ruled notebooks!</br>Difficulty: Hard
876,"Category: Horror Riddles</br>Question: I am the creature that robs men of their dignity, pride, and will. I feast on children's dreams till' they have none. I am the monster in your head, waiting to strike. What am I?</br>Answer: I am fear, SO FEAR ME!</br>Difficulty: Easy"
877,"Category: Horror Riddles</br>Question: I am something that the naughty boys use to draw on, girls write beautifully on the side, you have to clap my defeaters every day, and I stand dumbly as the young children cry. What am I?</br>Answer: A chalkboard. (When the young children cry, it means they are crying for a turn to write the answer and the defeaters are the erasers)</br>Difficulty: Hard"
878,Category: Horror Riddles</br>Question: There is a man standing on top of a mountain frozen holding a piece of straw. How did he get there?</br>Answer: He was with his friend in a hot-air balloon when they were about to hit a mountain so they took off their clothes to make it lighter so they would go higher it wasn't working so they drew straws and whoever had the shortest straw would have to jump out so he was the one who picked the shortest straw.</br>Difficulty: Hard
879,"Category: Kitchen Riddles</br>Question: You have three stoves: a gas stove, a wood stove, and a coal stove, but only one match. Which should you light first?</br>Answer: The match!</br>Difficulty: Easy"
880,Category: Kitchen Riddles</br>Question: Which is the only way a leopard can change his spots?</br>Answer: By going from one spot to another.</br>Difficulty: Medium
881,"Category: Kitchen Riddles</br>Question: If it takes 5 microwaves 5 minutes to cook 5 chickens, how long does it take 100 microwaves to cook 100 chickens?</br>Answer: 5 minutes. We can assume that one chicken is placed in each microwave and that each chicken takes 5 minutes to cook.</br>Difficulty: Hard"
882,"Category: Kitchen Riddles</br>Question: If you put roast in a roaster, what do you put in toaster?</br>Answer: Bread.</br>Difficulty: Hard"
883,"Category: Kitchen Riddles</br>Question: Double my number, I'm less than a score, and half of my number is less than four. Add one to my double when bakers are near, days of the week are still greater, I fear. What am I?</br>Answer: The number six.</br>Difficulty: Hard"
884,Category: Kitchen Riddles</br>Question: Why did the outlaw hold up the bakery?</br>Answer: He kneaded the dough.</br>Difficulty: Medium
885,Category: Kitchen Riddles</br>Question: What kind of garden does a baker have?</br>Answer: A flour garden!</br>Difficulty: Hard
886,"Category: Kitchen Riddles</br>Question: I have a short, wide body. It is cold and shiny. My insides are hot as flame. I have two mouths. My tail is long and forked. What am I?</br>Answer: A Toaster.</br>Difficulty: Hard"
887,"Category: Kitchen Riddles</br>Question: Big as a biscuit, deep as a cup, even a river can't fill it up. What is it?</br>Answer: A kitchen strainer.</br>Difficulty: Easy"
888,Category: Kitchen Riddles</br>Question: What washes up on tiny beaches?</br>Answer: Microwaves.</br>Difficulty: Easy
889,"Category: Kitchen Riddles</br>Question: A woman was horrified to find a fly in her tea. The waiter took her cup and went into the kitchen and returned with a fresh cup of tea. She shouted, ""You brought me the same tea!"" How did she know?</br>Answer: She had already put sugar in it and when she tasted the new tea it was already sweet.</br>Difficulty: Easy"
890,Category: Kitchen Riddles</br>Question: Why is the best baker most in want of bread?</br>Answer: Because he kneads (needs) it most.</br>Difficulty: Easy
891,Category: Kitchen Riddles</br>Question: What sneaks through doors and windows without knocking? What heats an unlit stove? What gives the cat a snug place to rest?</br>Answer: The sun!</br>Difficulty: Hard
892,"Category: Kitchen Riddles</br>Question: The sun bakes them, the hand breaks them, the foot treads on them, and the mouth tastes them. What are they?</br>Answer: Grapes.</br>Difficulty: Hard"
893,Category: Kitchen Riddles</br>Question: What happened to the man who plugged his electric blanket into a toaster?</br>Answer: He kept popping out of bed.</br>Difficulty: Medium
894,"Category: Kitchen Riddles</br>Question: I give you a group of three. One is sitting down, and will never get up. The second eats as much as is given to him, yet is always hungry. The third goes away and never returns. What are the three things?</br>Answer: Stove, fire, and smoke.</br>Difficulty: Medium"
895,Category: Kitchen Riddles</br>Question: I am a room. I have a sink. I have a stove. You use me for cooking. What am I?</br>Answer: A kitchen.</br>Difficulty: Easy
896,"Category: Kitchen Riddles</br>Question: A woman has three children: MoroEbi, MoroPet and Laura. MoroPet is in the sitting room playing, Moroebi is in the bathroom taking his bath, and the woman is in the kitchen preparing dinner. In what room is Laura.</br>Answer: Laura is in WHAT ROOM. Didn't guess it right?</br>Difficulty: Easy"
897,"Category: Kitchen Riddles</br>Question: When is 90 greater than 100?</br>Answer: On a microwave timer. When you type 100, the timer interprets it as 1 minute. When you type 90, it will read 90 seconds, which is 1 minute 30 seconds.</br>Difficulty: Hard"
898,Category: Kitchen Riddles</br>Question: Why can't a cook swallow his apron?</br>Answer: Because it goes against his stomach.</br>Difficulty: Hard
899,"Category: Kitchen Riddles</br>Question: If place 1 cake of soap on a pan of a scale and 3/4 cake of soap and a 3/4-pound weight on the other, the pans balance. How much does a cake of soap weigh?</br>Answer: Since 1/4 cake weighs 3/4 pound, and the entire cake weighs 3 pounds.</br>Difficulty: Medium"
900,"Category: Kitchen Riddles</br>Question: What goes through the door without pinching itself, sits on the stove without burning itself, sits on the table, and is not ashamed?</br>Answer: The Sun.</br>Difficulty: Medium"
901,"Category: Lawyer Riddles</br>Question: Which of the following words don't belong in the group and why? CORSET, COSTER, SECTOR, ESCORT, COURTS</br>Answer: Courts. All of the others are anagrams of each other.</br>Difficulty: Hard"
902,Category: Lawyer Riddles</br>Question: What does a lawyer wear to court?</br>Answer: A Lawsuit.</br>Difficulty: Easy
903,Category: Lawyer Riddles</br>Question: Why would Snow White be a good judge?</br>Answer: Because she's the fairest in the land</br>Difficulty: Medium
904,Category: Lawyer Riddles</br>Question: Don't judge a book by its cover. What is the contradictory proverb?</br>Answer: Clothes make the man.</br>Difficulty: Medium
905,"Category: Lawyer Riddles</br>Question: A woman proves in court that her husband was murdered by her sister, but the judge decides that the sister cannot be punished. Why?</br>Answer: The sisters are Siamese twins.</br>Difficulty: Easy"
906,Category: Lawyer Riddles</br>Question: How did the court know the judge was ready for bed?</br>Answer: He was wearing his robe.</br>Difficulty: Easy
907,Category: Monster Riddles</br>Question: What room do ghosts avoid?</br>Answer: The living room.</br>Difficulty: Easy
908,Category: Monster Riddles</br>Question: Which part of a road do Ghosts love to travel the most?</br>Answer: The Dead End.</br>Difficulty: Easy
909,Category: Monster Riddles</br>Question: Why do mummies like Christmas so much?</br>Answer: Because of all the wrapping.</br>Difficulty: Hard
910,Category: Monster Riddles</br>Question: What is a ghost's favorite dessert?</br>Answer: Ice Scream.</br>Difficulty: Easy
911,Category: Monster Riddles</br>Question: Why didn't the monster eat the crazy person?</br>Answer: He was allergic to nuts.</br>Difficulty: Hard
912,Category: Monster Riddles</br>Question: How do you know that a vampire loves baseball?</br>Answer: Because he turns into a bat every night.</br>Difficulty: Medium
913,Category: Monster Riddles</br>Question: Why did the vampire take an art class?</br>Answer: He wanted to learn how to draw blood.</br>Difficulty: Easy
914,Category: Monster Riddles</br>Question: How do vampires like their food served?</br>Answer: In bite-size pieces.</br>Difficulty: Hard
915,Category: Monster Riddles</br>Question: What kind of makeup is a ghost's favorite to wear?</br>Answer: Mas-scare-a.</br>Difficulty: Medium
916,Category: Monster Riddles</br>Question: Where do baby ghosts go while their parents work?</br>Answer: To day-scare!</br>Difficulty: Easy
917,"Category: Monster Riddles</br>Question: You're in a room and there is a ghost in the room, but you're the only one in the room. How is this possible?</br>Answer: You're the ghost.</br>Difficulty: Hard"
918,Category: Monster Riddles</br>Question: What do you get when you cross a snowman with a vampire?</br>Answer: Frostbite.</br>Difficulty: Hard
919,Category: Monster Riddles</br>Question: Why don't zombies eat popcorn with their fingers?</br>Answer: Because they prefer to eat their fingers separately.</br>Difficulty: Hard
920,Category: Monster Riddles</br>Question: What is a ghost's favorite fruit?</br>Answer: BOO-BERRIES!</br>Difficulty: Medium
921,Category: Monster Riddles</br>Question: Why are ghosts bad at lying?</br>Answer: Because you can see right through them.</br>Difficulty: Hard
922,"Category: Monster Riddles</br>Question: If you hadn't put me in a bowl, I would have lived for 20 years. What am I?</br>Answer: I'm your goldfish, you monster.</br>Difficulty: Hard"
923,Category: Monster Riddles</br>Question: What do ghosts like to do on a Saturday night?</br>Answer: BOOGIE.</br>Difficulty: Easy
924,Category: Monster Riddles</br>Question: What tops off a ghost's ice-scream sundae?</br>Answer: Whipped Scream.</br>Difficulty: Medium
925,Category: Monster Riddles</br>Question: How can you tell if a vampire is sick?</br>Answer: By how much he's a coffin.</br>Difficulty: Hard
926,Category: Monster Riddles</br>Question: What kind of music do aliens like?</br>Answer: Nep-tunes.</br>Difficulty: Medium
927,"Category: Monster Riddles</br>Question: In Ancient Egypt, what music did the mummies like most?</br>Answer: Wrap Music.</br>Difficulty: Easy"
928,Category: Monster Riddles</br>Question: What did the panda ghost say?</br>Answer: Bambooooooo</br>Difficulty: Easy
929,Category: Monster Riddles</br>Question: Do vampires play tennis in their free time?</br>Answer: No they prefer bat-minton.</br>Difficulty: Easy
930,Category: Monster Riddles</br>Question: What are the ghost's favorite pants to wear?</br>Answer: Boo-jeans.</br>Difficulty: Hard
931,Category: Monster Riddles</br>Question: What type of dog does a vampire have?</br>Answer: A Bloodhound!</br>Difficulty: Medium
932,Category: Monster Riddles</br>Question: What did the tourist say to a vampire?</br>Answer: Do you know a good place to get a bite?</br>Difficulty: Medium
933,Category: Monster Riddles</br>Question: Why did King Kong get into trouble at school?</br>Answer: He was always monkeying around in class.</br>Difficulty: Medium
934,Category: Monster Riddles</br>Question: What happens when a sea monster gets angry?</br>Answer: It causes a comm-ocean.</br>Difficulty: Medium
935,Category: Monster Riddles</br>Question: 1. Where do fish go on vacation? 2. Where do songbirds go on vacation? 3. Where do zombies go on vacation? 4. Where do Thanksgiving Birds go on vacation? 5. Where do geometry teachers go on vacation? 6. Where do locksmiths go on vacation?</br>Answer: 1. Finland 2. The Canary Islands 3. The Dead Sea 4. Turkey 5. Cuba 6. The Florida Keys</br>Difficulty: Medium
936,Category: Monster Riddles</br>Question: What do sea monsters eat for lunch?</br>Answer: Fish and ships.</br>Difficulty: Easy
937,Category: Monster Riddles</br>Question: You walk into your house you see three doors you've never seen before. One vampire bat that will suck your blood. Two zombies that will eat your brain. Three a lion that hasn't eaten for over six months. Which one do you go through?</br>Answer: Three a lion that hasn't eaten for over 6 months because he would be dead.</br>Difficulty: Medium
938,"Category: Monster Riddles</br>Question: I come out at night, I am neither human nor animal, I rarely eat I only drink, I can only be found at night, I will glow in the sunlight. What am I?</br>Answer: A vampire.</br>Difficulty: Medium"
939,Category: Monster Riddles</br>Question: Where do zombies go on vacation?</br>Answer: The Dead Sea.</br>Difficulty: Easy
940,Category: Monster Riddles</br>Question: What is a vampire's favorite boat to travel on?</br>Answer: A blood vessel.</br>Difficulty: Easy
941,Category: Monster Riddles</br>Question: What do you call a ghost without a host?</br>Answer: G.</br>Difficulty: Medium
942,Category: Monster Riddles</br>Question: Why did the ghost cry?</br>Answer: He had a booboo.</br>Difficulty: Hard
943,Category: Monster Riddles</br>Question: How do mummies hide?</br>Answer: They wear masking tape.</br>Difficulty: Easy
944,Category: Monster Riddles</br>Question: What kind of streets do zombies like?</br>Answer: Dead ends!</br>Difficulty: Medium
945,Category: Monster Riddles</br>Question: What game do ghosts like to play at the top of the mountain?</br>Answer: Peak-a-boo!</br>Difficulty: Hard
946,"Category: Monster Riddles</br>Question: The ghost of the mountain never to be seen, leaps like a raging fire to catch his prey. As pale as the moon but fast as the wind. Cold as ice, but a flash of light in the night. What is it?</br>Answer: A snow leopard.</br>Difficulty: Easy"
947,Category: Monster Riddles</br>Question: What business is King Kong in?</br>Answer: The Monkey Business.</br>Difficulty: Hard
948,Category: Monster Riddles</br>Question: What is a vampire's favorite fruit?</br>Answer: A neck-tarine!</br>Difficulty: Easy
949,Category: Monster Riddles</br>Question: How do monsters like their eggs?</br>Answer: Terri-Fried.</br>Difficulty: Hard
950,Category: Monster Riddles</br>Question: My first is twice in apple but not once in tart. My second is in liver but not in heart. My third is in giant and also in ghost. Whole I'm best when I am roast. What am I?</br>Answer: The word Pig.</br>Difficulty: Hard
951,Category: Monster Riddles</br>Question: What time is it when you see the monster?</br>Answer: Time to run.</br>Difficulty: Medium
952,Category: Monster Riddles</br>Question: What is a ghost's favorite pepper?</br>Answer: A ghost pepper.</br>Difficulty: Hard
953,Category: Monster Riddles</br>Question: What did the ghost eat for breakfast?</br>Answer: Dreaded-Wheats.</br>Difficulty: Hard
954,Category: Monster Riddles</br>Question: What kind of drinks do aliens like best?</br>Answer: Gravi-tea.</br>Difficulty: Medium
955,Category: Monster Riddles</br>Question: What is a vampire's favorite car to drive in?</br>Answer: A bloodmobile?</br>Difficulty: Medium
956,Category: Monster Riddles</br>Question: A ghost was painting a picture. What did he paint on his picture?</br>Answer: A picture!</br>Difficulty: Easy
957,"Category: Monster Riddles</br>Question: When I looked At the lake, I saw my reflection, yet I disappear from every picture I take. What am I?</br>Answer: A ghost.</br>Difficulty: Easy"
958,"Category: Monster Riddles</br>Question: What was written on Frankenstein's monster's grave?</br>Answer: ""Rust in peace.""</br>Difficulty: Hard"
959,Category: Monster Riddles</br>Question: What do you call a ghost who ran out of toilet paper?</br>Answer: Sheet out of luck!</br>Difficulty: Easy
960,"Category: Monster Riddles</br>Question: My hair is blue and pink, I am human, I am daddy's Lil monster. Who am I?</br>Answer: Harley Quinn.</br>Difficulty: Medium"
961,"Category: Monster Riddles</br>Question: Empty as space, Scary as a ghost, I appear every night What am I?</br>Answer: Darkness.</br>Difficulty: Hard"
962,"Category: Monster Riddles</br>Question: I am the creature that robs men of their dignity, pride, and will. I feast on children's dreams till' they have none. I am the monster in your head, waiting to strike. What am I?</br>Answer: I am fear, SO FEAR ME!</br>Difficulty: Medium"
963,Category: Monster Riddles</br>Question: What do you call a ghost with a broken leg?</br>Answer: A Hoblin Goblin.</br>Difficulty: Medium
964,Category: Monster Riddles</br>Question: There's a land where there are mummies and daddies but no babies. Books but no libraries. Mirrors but no reflections. Kittens but no cats. Cattle but no cows. Lollipops but no candy and trees but no forests. It's the land of what?</br>Answer: The land of double letters.</br>Difficulty: Medium
965,Category: Monster Riddles</br>Question: Where do zombies go for a night out?</br>Answer: Club Dead.</br>Difficulty: Easy
966,Category: Monster Riddles</br>Question: How can you tell if a ghost is about to faint?</br>Answer: He gets pale as a sheet.</br>Difficulty: Hard
967,Category: Monster Riddles</br>Question: Where do dead outlaws go on a Saturday night?</br>Answer: To ghost towns.</br>Difficulty: Easy
968,"Category: Monster Riddles</br>Question: Avoid me, and you'll live. Look at me, and you'll die. Who am I?</br>Answer: The Bird Box Monster.</br>Difficulty: Easy"
969,Category: Monster Riddles</br>Question: What kind of money do vampires use?</br>Answer: Blood money!</br>Difficulty: Easy
970,Category: Monster Riddles</br>Question: What do ghosts do before they enter a haunted house?</br>Answer: Wipe their sheets.</br>Difficulty: Hard
971,Category: Monster Riddles</br>Question: How do you communicate with a monster that lives on the seabed?</br>Answer: Drop him a line.</br>Difficulty: Easy
972,"Category: Monster Riddles</br>Question: What should you say when you meet a ghost in your bedroom?</br>Answer: ""How do you boo?""</br>Difficulty: Medium"
973,Category: Monster Riddles</br>Question: Why did Frankenstein's monster get indigestion?</br>Answer: He bolted down his food.</br>Difficulty: Medium
974,Category: Monster Riddles</br>Question: What do you call an out-of-work Ghost?</br>Answer: Lazy Bones.</br>Difficulty: Easy
975,Category: Monster Riddles</br>Question: Why did the game warden arrest the ghost?</br>Answer: He did not have a current haunting license.</br>Difficulty: Hard
976,Category: Mummy Riddles</br>Question: Why do mummies like</br>Answer: Because of all the wrapping.</br>Difficulty: Easy
977,Category: Mummy Riddles</br>Question: Why didn't the Mummy have any friends?</br>Answer: He was too wrapped up in himself.</br>Difficulty: Hard
978,Category: Mummy Riddles</br>Question: What type of music is a mummy's favorite?</br>Answer: Wrap.</br>Difficulty: Hard
979,Category: Mummy Riddles</br>Question: How do mummies hide?</br>Answer: They wear masking tape.</br>Difficulty: Easy
980,Category: Mummy Riddles</br>Question: There's a land where there are mummies and daddies but no babies. Books but no libraries. Mirrors but no reflections. Kittens but no cats. Cattle but no cows. Lollipops but no candy and trees but no forests. It's the land of what?</br>Answer: The land of double letters.</br>Difficulty: Easy
981,Category: Mummy Riddles</br>Question: What is a mummy's favorite type of paper?</br>Answer: WRAP-ing paper</br>Difficulty: Easy
982,"Category: Murder Riddles</br>Question: I am not alive, but I grow; I don't have lungs, but I need air; I don't have a mouth, but water kills me. What am I?</br>Answer: Fire.</br>Difficulty: Easy"
983,"Category: Murder Riddles</br>Question: Always in you, Sometimes on you; If I surround you, I can kill you. What am I?</br>Answer: Water.</br>Difficulty: Easy"
984,"Category: Murder Riddles</br>Question: It can't be seen, can't be felt, can't be heard, and can't be smelt. It lies behind stars and under hills, And empty holes it fills. It comes first and follows after, Ends life, and kills laughter. What is it?</br>Answer: The dark.</br>Difficulty: Hard"
985,"Category: Murder Riddles</br>Question: Why did Snap, Crackle, and Pop get scared?</br>Answer: They heard there was a cereal killer on the loose.</br>Difficulty: Easy"
986,"Category: Murder Riddles</br>Question: There is a brother and a sister. The boy wants to visit his father in jail, and the sister wants to visit her mother in the hospital. But they both are not allowed in jail or hospital. All they have is a gun. What do they do?</br>Answer: The boy shoots the girl, and then the boy goes to jail for attempted murder and the girl goes to the hospital due to her injuries.</br>Difficulty: Hard"
987,Category: Murder Riddles</br>Question: What kind of candy would a prisoner want before he is executed?</br>Answer: A Life Saver.</br>Difficulty: Hard
988,"Category: Murder Riddles</br>Question: There was a man who was born before his father, killed his mother, and married his sister. Yet, there was nothing wrong with what he had done. Why?</br>Answer: His father was in front of him when he was born, therefore he was born before him. His mother died while giving birth to him. Finally, he grew up to be a minister and married his sister at her ceremony.</br>Difficulty: Easy"
989,"Category: Murder Riddles</br>Question: There is a clerk at the butcher shop, he is five feet ten inches tall, and he wears size 13 sneakers. He has a wife and 2 kids. What does he weigh?</br>Answer: Meat.</br>Difficulty: Easy"
